alpha,delta,u,g,r,i,z,redshift,plate,MJD,fiber_ID,y
32.0196109,6.040947651,24.14513,24.03644,22.4373,20.67232,19.61065,-0.000120539,8733,58396,698,2
205.9598722,66.91747901,21.18664,19.06465,17.65092,17.14642,16.80507,0.2355568,497,51989,458,0
230.4472414,60.32118084,22.4432,22.08545,20.58671,19.79362,19.65679,0.4683118,6981,56443,17,0
223.956426,61.05174524,24.85079,21.27018,19.735,18.92288,18.4222,0.4872489,6982,56444,699,0
227.5290744,59.83935686,22.49735,20.22266,18.61188,17.99654,17.73222,0.3023614,6981,56443,364,0
35.55917074,-1.126051189,25.49572,22.68884,21.38895,20.23053,19.36022,1.01857,7831,57016,133,0
229.2814356,17.97382308,24.56667,23.65027,21.76951,21.55144,22.10003,0.3345759,3951,55681,194,0
231.5621225,28.59778099,19.7179,19.08522,18.48285,18.03999,17.88446,0.2332399,1846,54173,630,1
351.8687466,25.77949323,21.46182,20.07917,18.56687,17.91886,17.47232,0.2901449,6304,56570,722,0
358.6043937,26.18453596,22.19744,20.2551,18.69745,18.03938,17.54323,0.2543601,6517,56563,236,0
6.56522331,26.31710395,22.56379,23.02584,22.02227,20.7401,19.78807,0.09375242,7662,57358,977,1
189.4847987,-1.887739156,22.70913,21.27534,20.94491,21.00613,20.71675,0.00025276,3793,55214,518,2
359.9742918,21.61081953,20.70547,19.63031,19.41694,19.39091,19.30524,2.769778,6110,56279,882,1
33.70787386,7.178396361,22.0997,19.58137,18.10003,17.55446,17.16126,0.1953194,4400,55509,716,0
12.80166057,13.06455605,21.71781,21.12105,20.98915,20.6091,20.37661,1.816335,6206,56245,658,1
15.45565094,13.1347116,19.78401,18.917,18.52388,18.38194,18.32277,2.88E-05,4660,56191,314,2
22.04263302,11.4556901,21.01865,18.85077,17.55656,17.05211,16.66668,0.1811277,4666,55832,469,0
199.9157323,7.52532913,21.90016,20.67332,20.39775,20.48528,20.14059,2.867297,5429,55979,422,1
153.294236,51.90727042,18.13793,16.66525,16.02577,15.65964,15.40851,0.04166771,1007,52706,443,0
142.3849886,47.83366521,22.56468,22.69694,20.9706,19.84439,19.42149,0.593372,7449,56740,525,0
236.8949838,45.40104314,20.60565,18.68874,17.42571,16.95239,16.59246,0.2014116,1333,52782,603,0
116.061678,42.44897829,20.01767,19.09163,18.7787,18.65796,18.63287,0.000662612,3669,55481,216,2
116.4626257,42.40202184,21.8678,21.65249,21.56456,21.10458,21.08621,1.764888,8290,57364,876,1
121.5517978,43.19503054,18.13697,17.07732,16.68164,16.52921,16.46532,2.30E-05,437,51876,546,2
124.3741437,43.5336658,20.26569,19.43307,19.2303,19.04404,18.72196,2.569842,6379,56340,141,1
358.7376538,21.59508208,23.74829,25.05645,21.99542,20.77571,19.8912,0.7687701,7598,56956,961,0
196.7745046,47.00151172,21.72551,21.73547,21.35144,21.14791,20.18033,2.104413,7413,56769,75,1
204.0098338,46.07440625,22.8068,21.90729,21.96399,21.51336,20.79075,0.2743929,7429,56740,526,0
206.3595452,45.67960315,21.28618,21.91927,21.18904,21.24408,20.86953,1.280751,7428,56781,483,1
245.3150055,16.88441235,25.04865,21.60346,20.52605,20.16775,20.26357,-0.000106007,2969,54586,90,2
356.0516627,26.06388305,21.38491,21.17766,21.02979,20.80752,20.95496,1.923955,6516,56571,174,1
346.665813,19.36658787,19.97992,17.69879,16.65801,16.12932,15.72287,0.06455883,6128,56236,952,0
13.86732413,11.81107494,21.15515,19.00214,17.64996,17.13984,16.74649,0.2308739,5706,56165,665,0
113.3335564,46.78465089,19.04709,17.25061,16.31382,15.82479,15.47142,0.07120092,1867,53317,294,0
121.1044071,55.846712,18.20547,16.47419,15.63887,15.22502,14.90179,0.03062945,1871,53384,409,0
113.9174132,47.36706294,22.94647,21.76724,20.75454,19.91822,19.59612,0.541478,3665,55247,535,0
223.8712553,17.36671022,19.74762,18.10496,17.42414,17.11621,16.90187,0.08577027,2778,54539,193,0
159.1280604,51.61068565,23.63199,22.19784,20.60022,19.70479,19.49419,0.4495077,6694,56386,909,0
320.0288321,9.751091784,20.90475,19.40679,18.81273,18.58716,18.45758,-0.00013122,1891,53238,17,2
1.248278998,16.04029317,19.56364,19.32464,19.09788,19.0866,19.02477,1.148026,751,52251,407,1
355.9703486,16.02820893,20.15494,19.22167,18.8833,18.7657,18.72289,7.38E-05,1895,53242,529,2
22.76068267,12.60659862,21.48379,20.88041,20.62124,20.28175,19.9857,0.7747133,4665,56209,44,1
23.94102131,12.67963428,21.34471,21.16427,20.89759,20.66965,20.78666,1.403118,11061,58428,546,1
221.2442851,32.58403204,19.44266,17.96331,17.22226,16.88103,16.62467,0.07109947,1842,53501,543,0
358.5100217,26.22955208,22.64424,21.89085,20.19623,19.3955,18.89794,0.5234395,6517,56563,279,0
358.9489059,26.25639058,23.55372,21.67699,19.95668,19.15467,18.91324,0.4205366,6517,56563,160,0
188.4389623,7.540485233,20.36244,18.48834,17.48856,17.04796,16.65991,0.1006161,1627,53473,600,0
199.4663816,46.76044107,22.72951,21.6693,20.84958,20.66643,20.37507,-0.000631717,7409,56809,409,2
199.1318048,46.80158212,21.64832,21.22101,20.93792,20.74079,21.02394,-7.66E-05,7408,56780,652,2
334.6536056,18.86968969,21.87984,21.91546,22.12723,22.4093,21.48606,1.995932,7578,56956,252,1
29.47298647,7.318105997,22.14365,20.10177,18.41299,17.76053,17.37506,0.3211954,4531,55563,217,0
8.996486078,-1.077960395,26.34657,22.13121,20.49659,19.67004,19.21696,0.4605002,3588,55184,453,0
12.096114,-1.073975827,19.11051,17.82068,17.48583,17.25257,17.0765,0.05530992,394,51913,284,0
332.2728476,1.070178505,24.50329,22.8366,22.48727,21.55166,21.58775,0.7946037,9235,58021,79,0
325.7883528,2.579350013,22.63746,22.06437,22.00526,21.8906,21.21479,2.042975,9164,58045,629,1
116.7586968,42.56000335,19.95862,18.58574,17.93672,17.6766,17.58998,-8.87E-05,3225,54853,25,2
139.9550687,4.548560359,20.22068,18.76461,17.8321,17.35049,17.103,0.1728631,991,52707,255,0
157.0618661,5.339847028,20.0516,18.28777,17.33801,16.86066,16.48662,0.1221714,576,52325,419,0
220.9532661,54.98460103,25.25841,22.27372,20.31782,19.3495,18.93325,0.5072576,6711,56388,769,0
111.5921693,42.73788186,22.18664,21.9594,22.03728,21.77358,21.00882,1.876283,10656,58163,542,1
199.2772339,7.491818408,19.11196,18.94323,18.69382,18.72048,18.89468,1.195486,1797,54507,483,1
111.6244383,41.53161922,20.78844,19.80786,19.56633,19.53205,19.70844,-0.000292103,3656,55241,208,2
121.7729876,43.17217613,20.66963,20.24804,20.33873,20.11358,19.72551,2.207695,6378,56330,259,1
352.7349687,25.90029096,21.21014,20.93652,20.71918,20.37263,20.27264,1.466068,7701,57356,152,1
358.9165945,20.18897964,22.11842,20.24489,18.36732,17.65178,17.21859,0.3842416,6127,56274,800,0
356.6651692,26.16472258,22.04133,20.31709,19.61378,20.16914,19.33222,-0.001242139,7667,57580,784,2
5.972728039,26.27392544,22.34177,21.83516,21.54084,21.6108,21.54152,1.460053,7662,57358,891,0
340.2297266,32.04346502,22.54662,21.44777,21.08098,21.34826,21.10018,2.708657,7142,56567,173,1
53.96322129,-0.619547116,23.28482,20.5541,18.90847,18.28887,17.8792,0.2814719,810,52672,100,0
324.1452542,0.878312436,25.14834,22.19908,20.76118,19.71715,19.14577,7.39E-05,4194,55450,947,2
323.0941348,1.007139247,23.08688,21.78234,21.10132,20.13352,19.73096,0.7212181,4194,55450,767,0
324.0172633,1.015276746,20.56228,19.05212,18.08623,17.52118,17.1237,0.1028326,989,52468,451,0
323.9182314,0.943176042,20.7781,19.53668,18.92729,18.57713,18.38188,0.04996956,1029,52912,449,0
112.6915671,41.6268635,22.85268,20.68803,19.93794,19.64404,19.34985,0.000432612,3656,55241,8,2
220.4607178,-2.428778322,21.4836,20.86645,20.71543,20.65669,20.21851,2.235544,4026,55325,205,1
221.2804661,17.84868799,22.42207,21.34782,20.02359,19.21286,18.66503,0.5313746,5474,56036,559,0
221.4811127,37.07944695,18.12143,16.76318,16.01564,15.62705,15.35521,0.07057091,1382,53115,632,0
169.3992548,42.24306002,25.32624,23.04657,21.3949,20.21782,19.73816,0.5960871,4686,56013,351,0
4.426485474,26.80085773,25.69007,23.44519,21.58787,20.29657,19.62464,0.6804907,7662,57358,583,0
320.4932216,0.909845768,23.78016,22.32157,20.5352,19.65381,19.24222,0.5126847,4192,55469,907,0
324.1458195,0.867443046,21.51167,19.9609,19.12331,18.70654,18.61577,0.2309789,4195,55452,610,0
322.7144378,0.867728461,20.86684,19.07022,17.91693,17.44266,17.07891,0.1358504,988,52520,554,0
319.5411688,0.904963507,22.22957,20.30096,18.62366,17.98981,17.62146,0.2880518,1026,52558,607,0
324.7270119,0.937370929,18.99464,17.32971,16.39306,15.95488,15.60065,0.09142967,990,52465,340,0
322.5802481,0.916410761,26.67298,22.149,20.54828,19.68417,19.22482,0.5224367,4194,55450,615,0
202.9168886,33.06776178,26.5712,26.10349,23.37809,21.79922,19.84334,1.974833,10257,58526,937,1
24.66461146,-1.232750495,24.23618,21.42799,19.33757,18.72802,18.50868,0.3704835,4231,55444,402,0
11.6135116,-1.060931206,19.64952,17.37439,16.16641,15.57618,15.1623,0.1240716,3589,55186,124,0
7.484038756,-1.208500325,22.20493,20.1515,18.85949,18.33799,18.00317,0.2363512,1543,53738,70,1
12.15109457,-1.17981249,22.67258,21.59497,20.71314,19.87597,19.42482,0.671206,3590,55201,285,0
16.7997723,-1.173065049,20.72139,19.90613,19.50162,19.15897,19.04368,0.1266643,1082,52523,88,0
221.2928362,14.22915562,15.69044,16.07109,16.60532,16.99738,17.33034,-0.000307451,5471,56034,46,2
175.9130497,7.432745183,19.61959,17.64868,16.68115,16.28533,15.91488,0.08333499,1620,53137,494,0
246.0838592,14.72928609,22.70735,21.99854,20.60988,19.72663,19.61621,0.678446,2208,53880,132,0
213.9924602,-2.453991725,17.92948,18.19919,18.66623,19.01955,19.31679,7.60E-05,4035,55383,112,2
316.4842719,7.781692681,22.26576,22.31196,21.97909,21.90623,21.60892,1.261015,11317,58398,496,1
328.6668431,10.82546264,22.09158,21.12272,20.8949,20.85156,20.48267,-0.000327841,4095,55497,664,2
122.5653062,37.44769442,24.97915,26.03195,22.62009,20.92159,19.61817,0.781101,9359,58056,647,0
210.2838565,35.48528124,19.64644,18.46225,17.72215,17.3364,17.08298,0.1636475,1838,53467,505,0
358.2430643,26.1481907,19.14519,17.16492,16.26145,15.82542,15.48357,0.06462377,6517,56563,314,0
4.82873548,26.27032564,20.43301,19.14648,17.75237,17.22516,16.88085,0.2615785,6276,56269,26,0
9.381713681,26.36799726,20.60911,18.17603,16.98168,16.45801,16.09595,0.1439572,6282,56572,85,0
210.2566898,27.14567614,19.76249,18.45448,17.73698,17.36292,17.08751,0.1228791,2120,53852,182,0
114.8481911,42.22469527,22.34671,22.08871,21.0474,20.29522,20.27898,1.511056,8290,57364,604,1
225.6020516,39.72704777,22.90082,21.84495,21.27885,20.72363,20.65159,0.6226482,8494,57104,153,0
203.4610323,46.13355203,22.3595,21.99278,21.6617,21.31494,21.05129,1.005804,7407,56772,863,1
204.6868981,45.83017008,18.30906,17.45485,17.10199,16.96837,16.93607,-0.00040836,6748,56371,124,2
205.0425332,45.87143691,20.25962,19.99371,19.87342,19.61201,19.64265,0.4767401,7429,56740,360,1
208.43766,45.21449424,22.32397,20.17636,19.24193,18.79944,18.54803,-0.001070672,7428,56781,244,2
359.6736496,1.51571956,24.67194,21.25333,21.11533,21.01939,20.99368,2.770637,4278,55505,42,1
142.7277763,61.81107478,19.97844,18.60103,17.891,17.42541,17.13911,0.09187129,486,51910,345,0
5.262128906,26.38113709,21.08656,21.47326,20.72358,21.02044,20.73366,1.364621,7662,57358,729,1
3.574342268,26.43400962,19.80689,19.48813,19.40089,19.2142,19.12451,1.992069,7664,57367,952,1
340.8442893,18.69895104,27.22261,21.17138,19.57584,18.77934,18.56208,0.4668843,5026,55855,311,0
227.9259968,15.46651899,23.09659,21.82101,21.64398,21.7433,21.39224,2.862215,5484,56039,92,1
228.9852053,43.39271776,19.62353,19.21191,19.02153,18.69825,18.51917,1.919626,6048,56072,860,1
195.5584734,3.292197863,23.51537,20.87554,19.09402,18.48833,18.02263,0.3458954,4758,55682,290,0
223.2469467,2.623360503,19.05457,17.42661,16.56527,16.11977,15.79034,0.08340388,538,52029,414,0
259.5327078,64.02114101,17.8264,16.52453,16.00764,15.78557,15.68758,-0.00052147,2551,54552,317,2
223.7276602,17.41935007,19.76225,18.37219,17.64621,17.19575,16.92601,0.1012249,2778,54539,229,0
56.7750641,-0.512572822,20.61148,19.52345,18.94174,18.66265,18.63731,0.1846159,1243,52930,226,0
52.35375144,-0.595554116,20.94928,19.15446,18.23613,17.83082,17.55022,0.1507429,1156,52641,278,0
178.760989,51.05498251,22.76975,21.39999,20.35551,19.54509,18.99349,0.5143208,6683,56416,271,0
320.8133189,0.87428231,26.44616,25.87279,22.22872,20.93166,19.90493,1.076561,9162,58040,481,1
216.0502441,26.39919771,24.69426,22.28567,20.56704,19.44892,19.35646,0.5648833,6015,56096,757,0
257.6889162,37.68682964,22.34527,22.26885,21.80765,21.9222,21.72706,0.301124,10721,58288,757,0
189.8875446,0.614781573,19.39325,16.82884,15.68132,15.28289,15.02773,8.93E-06,2920,54562,582,2
175.5036019,42.75851737,19.73008,18.43464,17.4309,17.00401,16.67022,0.1478202,1445,53062,411,0
165.6810559,41.50659858,23.6958,22.08615,20.38069,19.58172,19.16307,0.4911976,4624,55654,121,0
186.0590245,43.28282118,25.25913,24.3148,21.42208,20.27427,19.61287,0.70402,8373,57785,141,0
7.710026721,26.74042416,22.99516,21.4864,19.65463,18.91965,18.55263,0.3975275,6282,56572,422,0
352.297902,26.22659249,23.60382,22.62292,21.22796,19.99182,19.13148,0.664415,6301,56543,412,0
230.8974283,10.304356,20.8325,20.15814,19.9051,19.82978,19.68769,2.374596,5493,56009,470,1
141.2368857,1.914212669,20.48671,20.07059,20.05775,20.05985,20.08619,1.242189,473,51929,640,1
317.5874128,8.08113265,19.45025,17.64879,16.5926,16.12621,15.74471,0.1347309,4079,55363,812,0
146.1628474,53.50116266,21.18817,19.04097,17.75134,17.20987,16.80099,0.1990185,769,54530,282,0
100.2193697,38.31482667,20.62991,19.27938,18.7385,18.52262,18.39331,-8.65E-05,2700,54417,338,2
133.0865849,-1.013005305,24.43984,22.10483,20.45868,19.6168,19.20959,0.4610883,3812,55513,91,0
36.06770202,-1.186089115,19.48022,18.48599,18.12675,17.8621,17.78727,0.0586592,1072,52643,123,0
12.7122552,-1.175706128,19.20068,17.95626,17.44963,17.17984,16.90974,0.04469411,692,52201,290,0
31.687884,-1.175675611,20.7704,18.81136,17.58149,17.10099,16.76589,0.193693,404,51812,84,0
36.12142518,-1.208468766,21.98144,22.07973,21.92136,21.49021,21.48342,1.62201,7334,56656,441,1
30.35400836,-1.187941933,24.4444,22.14621,21.33159,20.64761,20.60081,0.7195217,9321,58069,742,0
29.47711236,-1.050255091,19.98891,18.86238,18.34701,18.0674,17.842,0.1216115,1505,52941,206,0
4.057941574,-1.089080019,25.39308,21.10266,19.26327,18.64662,18.25456,0.3471124,1541,53732,53,0
198.1500338,20.37746192,21.93896,20.95246,19.19772,18.56947,18.13,0.4069282,5864,56047,332,0
144.5893851,22.84517527,22.06603,21.3186,21.35392,21.29844,21.55029,2.361285,5789,56246,98,1
12.12904286,13.22442731,20.24303,19.99867,19.85599,19.62482,19.4723,0.8048334,11042,58462,118,1
12.57396663,13.12995609,21.49675,21.28493,20.91057,20.5349,20.42848,1.959725,11042,58462,32,1
157.0169551,22.50440488,22.75086,21.66601,21.59205,21.44938,21.32755,-0.000185583,6424,56272,38,2
37.55774189,-1.164422238,21.91449,21.74368,21.82245,21.2961,21.09604,0.380548,7334,56656,83,0
220.440781,-2.345378317,23.25126,22.08692,22.07181,22.07473,21.82856,0.000100789,4026,55325,206,2
7.249088791,26.34709463,21.5958,19.34596,17.91045,17.36125,17.04877,0.2561356,6280,56570,66,0
202.3694145,46.26840114,21.09757,20.80094,20.69227,20.53967,20.20173,1.520604,7407,56772,718,1
204.8806375,45.79729649,22.19167,21.2689,21.16809,20.96811,20.50207,-0.000618014,6748,56371,133,2
242.2688205,9.635585978,24.63467,25.11439,21.47685,18.50328,22.8269,6.43E-05,2526,54582,142,2
120.6539679,42.98208318,20.27167,20.35023,20.11172,19.76969,19.57281,1.98545,8277,57073,219,1
3.948746022,1.614244305,23.05103,20.88394,20.50854,20.33455,20.11935,-0.000919493,4298,55511,100,2
228.3210144,10.35710433,19.04752,18.1619,17.86432,17.75147,17.722,0.000314618,5489,55990,462,2
32.02054495,5.882912238,19.77735,18.47289,17.91673,17.69397,17.54254,-0.000444455,7256,56658,428,2
331.8982171,17.25344403,25.89834,19.89607,18.41715,17.83071,17.4728,0.2409169,5029,55750,466,0
332.0982185,17.2857689,22.36696,20.3566,18.67665,18.04603,17.65534,0.3179944,5035,55829,824,0
331.8815741,17.28591301,25.12803,22.40549,20.6001,19.74097,19.24771,0.5021093,5035,55829,786,0
10.1882678,26.19158274,20.58744,20.59652,20.59658,20.21099,20.14742,1.566183,7673,57329,527,1
355.2399374,13.15099,21.24376,20.50335,20.26958,20.32641,20.12012,2.510987,6150,56187,524,1
236.7845033,33.22549233,20.94709,19.81452,19.35036,19.04388,19.01795,0.03149058,1403,53227,208,0
329.0756613,16.70812076,26.97575,21.40752,19.63637,18.74601,18.29239,0.4756039,5061,55806,679,0
239.2629543,37.42270575,21.29963,20.48624,20.34042,20.06625,19.61901,0.6797606,4969,56041,586,1
243.1850484,34.55645582,20.85423,20.66001,19.0747,17.14094,16.08844,-0.00018473,1683,53436,496,2
186.595078,7.748829479,21.16024,20.75325,20.70666,20.32144,20.50531,1.710276,5397,55944,72,1
237.9606744,47.22540998,24.50216,20.3263,19.15615,19.05166,19.08629,3.839332,6730,56425,350,1
123.3265467,43.30640333,21.368,21.12974,21.07821,20.73008,20.50231,1.774746,8278,56990,269,1
120.309542,54.27601123,21.52971,21.41593,21.2565,21.15611,22.35039,1.440457,7281,57007,459,1
112.1728024,44.12017087,21.36035,20.8137,20.71022,20.63899,20.24632,2.393781,10655,58172,512,1
195.7708989,3.259535729,20.06302,18.30662,17.44181,17.05007,16.74735,0.07253376,524,52027,411,0
183.2540483,52.69045192,23.73064,22.57203,21.17603,19.86416,19.11267,0.6994455,6682,56390,841,0
3.836200894,26.84168489,22.25355,22.46093,20.83164,19.95042,19.29188,0.4073848,6276,56269,815,0
7.047529692,26.82318749,22.33154,20.46541,18.68501,18.05082,17.60475,0.3574682,6282,56572,490,0
320.9925827,0.938575208,19.70687,18.50428,17.57031,17.05833,16.76392,0.1400378,987,52523,550,1
319.5282803,0.877609868,19.74766,18.04602,17.09171,16.64383,16.29497,0.1380112,986,52443,639,0
316.4964064,1.028868838,20.25777,18.18473,17.12617,16.6809,16.3639,0.1181542,985,52431,417,0
323.066984,0.979823869,20.24106,19.25955,18.93465,18.68832,18.61749,0.05042506,1028,52884,590,0
255.712191,40.50745752,20.55708,19.63687,19.38092,19.3099,19.29144,-0.000354815,2192,54232,573,2
257.3879107,38.01806263,22.5722,20.82608,20.49407,20.44662,20.24178,-0.000885318,4983,55836,35,2
209.74802,6.873602711,19.73976,18.468,17.56019,17.10438,16.83538,0.1858167,1808,54176,427,0
166.458299,7.192220077,24.509,23.59947,21.1437,19.95918,19.37524,0.6998723,4855,55926,795,0
189.8729172,3.843330108,25.0945,21.56534,20.29474,19.32451,18.85088,0.5491362,4755,55660,475,0
207.8784059,11.19682948,24.16954,21.82331,21.40239,21.27288,21.34838,0.143739,5445,55987,584,0
162.7039066,22.69187511,22.47485,21.73577,21.36324,21.20148,21.12624,0.9093884,6427,56328,646,1
0.454886938,11.92390115,21.66226,19.19601,17.82545,17.2964,16.91538,0.2004165,6176,56264,462,0
158.9267214,48.16988244,24.71155,23.48211,21.97372,20.6322,19.75823,0.6793634,7387,57038,367,0
244.3347906,51.96320781,24.73241,22.76566,21.27649,20.11007,19.43669,0.000210408,8062,58251,302,2
4.918813658,26.26988093,19.19676,17.34275,16.29435,15.85817,15.46556,0.1101006,6280,56570,481,0
29.14441134,-1.183697007,24.22037,24.28421,22.06186,21.0757,20.86448,0.01654369,1505,52941,288,0
121.8561565,43.20076683,18.84839,17.84271,17.48128,17.34476,17.28209,0.000202042,8278,56990,460,2
122.2372489,43.17249955,19.19876,18.21285,17.90953,17.7899,17.77969,-4.40E-05,546,52205,328,2
345.2770342,20.46660312,26.49384,21.79792,20.13335,19.00238,18.6932,0.5754028,6121,56187,183,0
340.3318938,1.254496968,22.71451,21.5978,20.49927,19.96194,19.26694,6.501602,4295,55858,228,1
0.013336662,1.504967256,20.67661,20.51553,20.51491,20.34745,20.33714,1.695679,7852,56987,390,1
227.6600239,10.3507455,21.22776,19.50095,18.82542,18.68063,18.57707,3.436738,5485,56063,188,1
202.7586583,46.3007625,19.36272,18.4662,18.21178,18.10166,18.08552,0.000136695,1463,53063,143,2
204.8591751,45.92738965,22.68906,21.87832,21.48718,21.43206,20.61769,1.403504,7407,56772,5,1
207.1579097,45.363759,20.96098,20.10715,19.85819,19.72702,19.58398,0.000118542,7428,56781,458,2
9.418789592,26.37316455,21.64486,21.82988,21.32311,20.98506,20.73406,0.6451065,7660,57357,966,0
331.4166107,17.25065755,22.48733,22.03143,20.20221,19.22401,18.88332,0.5067295,5035,55829,665,0
16.76748063,2.711559001,20.08687,20.05165,19.82756,19.74891,19.83142,1.206686,7859,57282,636,1
156.7511471,5.25792731,18.99292,17.89851,17.34651,16.97011,16.79707,0.1109041,576,52325,375,0
138.3214101,4.395590836,22.92458,22.97932,21.21172,19.98257,19.45289,0.7173198,3820,55542,821,0
169.7028154,28.42061564,22.69312,20.86281,19.85975,19.53227,19.35548,1.094849,6408,56329,752,1
126.1741474,34.11285916,23.6763,23.53324,22.23177,20.94392,19.89558,0.8571363,11651,58511,457,0
16.3792077,30.41709726,20.23919,18.15075,17.06499,16.58882,16.21404,0.119729,6260,56568,314,0
195.9265297,54.52888476,23.01962,23.98921,21.35194,20.29475,19.57197,0.5842453,8218,57519,679,0
242.7309779,43.11732058,20.1298,18.73239,18.08536,17.3467,17.36204,0.1014871,1170,52756,533,0
236.7900617,33.22452797,19.38053,17.84765,16.96627,16.54196,16.20934,0.125401,1581,53149,620,0
14.0673357,-0.58062151,20.44049,18.44969,17.42545,16.97167,16.57923,0.09703932,394,51913,40,0
18.64298258,-0.484311978,17.69603,16.12459,15.33007,14.89305,14.61295,0.07694832,398,51789,320,0
20.2746732,-0.483594438,18.66364,16.81474,15.98992,15.60315,15.30993,0.05410035,399,51817,304,0
20.58613922,-0.591180543,23.77884,21.72618,20.29392,19.36585,18.93598,0.4997477,4228,55484,185,0
0.417250257,-4.087378152,21.85538,21.71192,21.61986,21.37302,21.27047,1.711697,7895,57659,76,1
169.0440324,50.06413258,24.52037,22.07065,20.37002,19.45453,19.04934,0.489022,6692,56390,802,0
154.5277982,47.12642208,24.05478,21.7462,20.09003,19.28574,18.87748,0.4798314,6662,56364,845,0
183.7204544,51.17883031,26.96952,22.1421,21.30768,20.11837,19.09335,0.9687427,8226,57423,669,0
320.0188822,0.886745155,27.0835,22.65942,21.39874,20.31503,19.68617,0.5471901,4192,55469,837,0
116.7586796,42.36894275,21.49909,21.39849,21.5186,21.17201,20.58278,2.03741,8290,57364,907,1
109.5355847,40.21253528,25.07655,21.31009,19.42173,18.79786,18.5022,0.294539,3655,55240,570,0
120.1891072,54.90070364,17.97511,16.31738,15.51531,15.07005,14.73904,0.03670049,1871,53384,271,0
130.7396089,62.66768536,19.82074,18.35644,17.53528,16.9927,16.75052,0.1162731,1875,54453,371,0
111.0567608,43.1234335,22.21051,20.76672,18.81895,18.14056,17.80898,0.3578016,1865,53312,337,0
112.2513917,44.82000898,24.21646,22.04513,20.46872,19.58706,19.16041,0.4815928,5942,56210,528,0
7.663022339,14.82330968,18.51565,17.26473,16.77735,16.61356,16.52149,1.35E-05,3133,54789,308,2
201.4647683,57.70041472,19.47823,18.20358,17.55688,17.19056,16.93925,0.1164712,959,52411,123,0
216.8372219,50.01681884,21.98655,22.19558,21.77443,21.56148,21.20354,0.9770365,8406,57513,151,0
6.112271108,26.71300408,22.70601,21.04343,19.41078,18.662,18.13917,0.3731015,6280,56570,270,0
142.8947236,52.21235105,24.59914,20.60831,19.56886,18.87319,18.49563,0.14308,5726,56626,125,0
179.8059346,54.28412327,21.75627,21.38941,21.25745,21.31185,21.10914,2.073779,6688,56412,496,1
209.0672781,0.624296932,22.77441,21.50952,21.4096,21.3915,21.01369,4.20E-05,4040,55605,988,2
139.4612966,5.156786556,23.96694,22.56544,21.03079,20.02711,19.53487,0.5872937,4795,55889,684,0
167.9641627,7.021248677,18.99998,17.70794,16.99309,16.63391,16.36014,0.1134682,1004,52723,156,0
359.6599499,28.09531071,22.60517,19.42324,17.8714,17.26022,16.93706,0.2516045,6511,56540,819,0
123.7954656,15.61909825,18.99615,17.18664,16.59297,16.26609,16.03172,0.02933223,2269,53711,185,0
147.0949064,14.89580721,24.67229,22.67189,22.38734,21.74373,20.99987,0.8301747,9587,57784,320,0
227.2143917,9.033214148,21.89471,21.18389,21.11012,21.01212,21.05231,2.575027,5487,55982,562,1
357.407729,40.50345603,20.89399,19.85196,19.90787,19.97644,20.03146,-0.000667732,1883,53271,442,2
167.4355875,7.254148795,23.72051,23.21101,21.19941,19.86738,19.27868,0.6665187,5363,55956,295,0
167.6406412,7.19547958,22.44556,21.91767,20.09451,19.26172,18.7926,0.4620288,5363,55956,247,0
246.5798022,14.47723309,21.65673,20.24928,20.22869,20.28558,20.08999,-0.000814112,2202,53566,551,2
248.3749557,13.61020144,18.75835,18.57446,18.38512,18.23563,18.22468,1.425605,2204,53877,463,1
248.5939938,13.51425796,20.32078,19.81091,19.75998,19.70918,19.5713,0.7593964,2203,53915,617,1
209.2131796,19.25868499,20.00214,18.49875,17.7973,17.36051,17.01491,0.1329563,2756,54508,536,0
123.2287522,43.06017965,22.60806,22.71736,20.96153,20.11847,19.68618,0.350882,6378,56330,41,0
113.2688851,41.38344892,21.83808,20.00298,18.77914,18.01208,17.57041,-1.13E-05,3658,55205,761,2
1.678644467,1.497931347,21.19615,21.26807,21.25754,21.21594,20.60943,2.006712,7852,56987,66,1
233.050697,20.87475114,24.11346,21.72165,20.19264,19.38539,18.82784,0.2741407,3949,55650,95,0
255.4594568,41.02881063,21.35122,19.62569,18.95642,18.73746,18.6307,8.18E-06,2192,54232,523,2
197.099953,46.9769626,23.34762,22.10697,20.95488,20.59607,20.25905,-0.000229787,7413,56769,18,2
199.4405924,46.77931367,21.54771,20.77197,20.58685,20.46895,20.42905,2.197461,6625,56386,616,1
167.1995481,49.73295091,24.55957,23.13751,20.50139,19.27811,18.7496,0.6258665,6692,56390,537,0
239.1907814,46.29690613,22.94794,21.75099,21.2757,20.54015,20.05972,0.8527468,8506,57893,358,1
346.4876026,20.79673974,25.27643,23.07482,21.0284,19.9598,19.32147,0.5280798,6122,56246,601,0
215.5445394,50.30523878,21.77075,21.4425,21.32955,21.06535,20.93135,1.994987,8406,57513,676,1
215.5632163,34.19031267,25.24801,21.6398,19.94154,18.92989,18.36201,0.5480093,3859,55246,213,0
144.3282167,55.11333216,21.36037,20.89523,20.9502,21.05283,20.42618,2.297409,5710,56658,308,1
332.0759775,17.21953764,22.74323,21.78887,20.18806,19.32213,20.30014,0.4422449,5029,55750,453,0
8.717677419,26.22461066,23.19031,20.85148,20.45491,20.26187,20.17299,0.000247469,6284,56310,612,2
